index,Date_,Adj Close_ETH-USD,Close_ETH-USD,High_ETH-USD,Low_ETH-USD,Open_ETH-USD,Volume_ETH-USD
0,2021-01-01 00:00:00+00:00,730.3675537109375,730.3675537109375,749.2018432617188,719.792236328125,737.7083740234375,13652004358
1,2021-01-02 00:00:00+00:00,774.5349731445312,774.5349731445312,786.7984619140625,718.1094970703125,730.4026489257812,19740771179
2,2021-01-03 00:00:00+00:00,975.5076904296875,975.5076904296875,1006.5650024414062,771.5616455078125,774.5118408203125,45200463368
3,2021-01-04 00:00:00+00:00,1040.2330322265625,1040.2330322265625,1153.189208984375,912.3053588867188,977.058837890625,56945985763
4,2021-01-05 00:00:00+00:00,1100.006103515625,1100.006103515625,1129.3714599609375,986.811279296875,1041.498779296875,41535932781
5,2021-01-06 00:00:00+00:00,1207.1121826171875,1207.1121826171875,1209.4285888671875,1064.2333984375,1101.0050048828125,44699914188
6,2021-01-07 00:00:00+00:00,1225.6781005859375,1225.6781005859375,1282.57958984375,1167.443115234375,1208.078369140625,40468027280
7,2021-01-08 00:00:00+00:00,1224.1971435546875,1224.1971435546875,1273.8275146484375,1076.08154296875,1225.9678955078125,44334826666
8,2021-01-09 00:00:00+00:00,1281.0772705078125,1281.0772705078125,1303.871826171875,1182.2703857421875,1223.740478515625,33233105361
9,2021-01-10 00:00:00+00:00,1262.2467041015625,1262.2467041015625,1347.9261474609375,1194.715576171875,1280.87109375,40616938053
10,2021-01-11 00:00:00+00:00,1090.1453857421875,1090.1453857421875,1261.6229248046875,924.922607421875,1261.6229248046875,60733630300
11,2021-01-12 00:00:00+00:00,1043.4345703125,1043.4345703125,1149.240234375,1012.76416015625,1088.5267333984375,37494601692
12,2021-01-13 00:00:00+00:00,1130.7393798828125,1130.7393798828125,1134.3385009765625,994.549072265625,1043.740966796875,30109792795
13,2021-01-14 00:00:00+00:00,1218.4530029296875,1218.4530029296875,1244.1630859375,1093.060791015625,1130.231201171875,33410915929
14,2021-01-15 00:00:00+00:00,1171.8345947265625,1171.8345947265625,1250.505859375,1090.7210693359375,1221.877197265625,35972039310
15,2021-01-16 00:00:00+00:00,1233.53759765625,1233.53759765625,1290.0535888671875,1157.623779296875,1171.443115234375,32319240157
16,2021-01-17 00:00:00+00:00,1230.1722412109375,1230.1722412109375,1265.6446533203125,1174.3885498046875,1233.453369140625,29258032819
17,2021-01-18 00:00:00+00:00,1257.279541015625,1257.279541015625,1259.4500732421875,1187.31103515625,1230.313232421875,25817455560
18,2021-01-19 00:00:00+00:00,1377.2958984375,1377.2958984375,1432.300048828125,1254.52294921875,1257.4345703125,47195935190
19,2021-01-20 00:00:00+00:00,1382.2740478515625,1382.2740478515625,1405.744140625,1243.2999267578125,1375.2484130859375,46784030909
20,2021-01-21 00:00:00+00:00,1121.5709228515625,1121.5709228515625,1382.6844482421875,1098.4761962890625,1382.6844482421875,45932464754
21,2021-01-22 00:00:00+00:00,1236.51220703125,1236.51220703125,1271.6876220703125,1046.5965576171875,1118.8890380859375,43918338506
22,2021-01-23 00:00:00+00:00,1230.9906005859375,1230.9906005859375,1272.151123046875,1200.893310546875,1235.2679443359375,27253895441
23,2021-01-24 00:00:00+00:00,1391.609375,1391.609375,1395.111328125,1225.2740478515625,1231.2105712890625,36418163554
24,2021-01-25 00:00:00+00:00,1324.414794921875,1324.414794921875,1467.784912109375,1304.9739990234375,1390.639892578125,43565777745
25,2021-01-26 00:00:00+00:00,1357.05810546875,1357.05810546875,1376.0850830078125,1253.34033203125,1323.74169921875,41572917750
26,2021-01-27 00:00:00+00:00,1253.1871337890625,1253.1871337890625,1368.0740966796875,1215.311279296875,1358.3333740234375,39394416990
27,2021-01-28 00:00:00+00:00,1332.4921875,1332.4921875,1356.2886962890625,1226.1739501953125,1251.27978515625,34637234789
28,2021-01-29 00:00:00+00:00,1382.5228271484375,1382.5228271484375,1428.981201171875,1292.2401123046875,1369.0867919921875,53611955259
29,2021-01-30 00:00:00+00:00,1376.115478515625,1376.115478515625,1402.3997802734375,1328.529052734375,1382.23193359375,30616574234
30,2021-01-31 00:00:00+00:00,1314.9862060546875,1314.9862060546875,1378.916015625,1288.5015869140625,1376.8236083984375,25198853581
31,2021-02-01 00:00:00+00:00,1369.04052734375,1369.04052734375,1373.8458251953125,1274.3577880859375,1314.855224609375,29210670920
32,2021-02-02 00:00:00+00:00,1515.1937255859375,1515.1937255859375,1542.990966796875,1362.771240234375,1369.505126953125,45437142801
33,2021-02-03 00:00:00+00:00,1660.9095458984375,1660.9095458984375,1660.9095458984375,1510.01025390625,1514.7696533203125,41874566399
34,2021-02-04 00:00:00+00:00,1594.7626953125,1594.7626953125,1689.1866455078125,1561.853515625,1661.170166015625,44396871836
35,2021-02-05 00:00:00+00:00,1718.65087890625,1718.65087890625,1756.510986328125,1594.7933349609375,1594.7933349609375,40108628454
36,2021-02-06 00:00:00+00:00,1677.8468017578125,1677.8468017578125,1738.314453125,1649.0687255859375,1717.7974853515625,39873420648
37,2021-02-07 00:00:00+00:00,1614.227783203125,1614.227783203125,1690.03662109375,1501.750244140625,1677.605712890625,39889440151
38,2021-02-08 00:00:00+00:00,1746.6168212890625,1746.6168212890625,1770.5908203125,1571.5799560546875,1613.6422119140625,48012285956
39,2021-02-09 00:00:00+00:00,1768.0350341796875,1768.0350341796875,1815.963623046875,1711.62060546875,1746.9261474609375,44180727529
40,2021-02-10 00:00:00+00:00,1744.243408203125,1744.243408203125,1826.69677734375,1686.5423583984375,1768.039794921875,41916084617
41,2021-02-11 00:00:00+00:00,1783.7979736328125,1783.7979736328125,1806.5390625,1708.67919921875,1743.7142333984375,36021495262
42,2021-02-12 00:00:00+00:00,1843.5325927734375,1843.5325927734375,1861.35693359375,1744.1689453125,1783.4891357421875,37905036865
43,2021-02-13 00:00:00+00:00,1814.10986328125,1814.10986328125,1871.603515625,1770.612060546875,1843.98681640625,35359490535
44,2021-02-14 00:00:00+00:00,1805.0841064453125,1805.0841064453125,1848.154052734375,1789.9141845703125,1814.372314453125,31439114900
45,2021-02-15 00:00:00+00:00,1779.791015625,1779.791015625,1833.83056640625,1683.9066162109375,1804.6767578125,38955610883
46,2021-02-16 00:00:00+00:00,1781.0675048828125,1781.0675048828125,1824.5186767578125,1729.6419677734375,1778.945556640625,34269369268
47,2021-02-17 00:00:00+00:00,1848.458251953125,1848.458251953125,1853.6676025390625,1736.705810546875,1781.35009765625,35955412703
48,2021-02-18 00:00:00+00:00,1937.44921875,1937.44921875,1949.9034423828125,1848.206298828125,1848.206298828125,28255902969
49,2021-02-19 00:00:00+00:00,1960.164794921875,1960.164794921875,1969.5469970703125,1896.6844482421875,1938.85986328125,26268814253
50,2021-02-20 00:00:00+00:00,1919.5340576171875,1919.5340576171875,2036.2864990234375,1830.531494140625,1959.9029541015625,34696091102
51,2021-02-21 00:00:00+00:00,1935.60107421875,1935.60107421875,1974.2596435546875,1890.3681640625,1918.673095703125,23626547717
52,2021-02-22 00:00:00+00:00,1781.992919921875,1781.992919921875,1936.4537353515625,1580.6265869140625,1935.557861328125,42409646036
53,2021-02-23 00:00:00+00:00,1570.2039794921875,1570.2039794921875,1781.4090576171875,1378.8409423828125,1781.4090576171875,52029864713
54,2021-02-24 00:00:00+00:00,1626.57568359375,1626.57568359375,1710.9837646484375,1511.0189208984375,1571.4764404296875,31329000537
55,2021-02-25 00:00:00+00:00,1475.7037353515625,1475.7037353515625,1670.22412109375,1465.0589599609375,1625.3939208984375,24481681873
56,2021-02-26 00:00:00+00:00,1446.03369140625,1446.03369140625,1559.0289306640625,1407.979248046875,1478.6533203125,31435997881
57,2021-02-27 00:00:00+00:00,1459.97314453125,1459.97314453125,1524.932373046875,1433.7869873046875,1446.929443359375,20742103233
58,2021-02-28 00:00:00+00:00,1416.0489501953125,1416.0489501953125,1468.3914794921875,1300.47216796875,1459.8604736328125,27637026080
59,2021-03-01 00:00:00+00:00,1564.7076416015625,1564.7076416015625,1567.694580078125,1416.4161376953125,1417.151123046875,24032838645
60,2021-03-02 00:00:00+00:00,1492.6087646484375,1492.6087646484375,1597.610107421875,1461.325439453125,1564.0634765625,22523669722
61,2021-03-03 00:00:00+00:00,1575.8531494140625,1575.8531494140625,1650.360595703125,1481.90576171875,1491.451171875,22674780680
62,2021-03-04 00:00:00+00:00,1541.914306640625,1541.914306640625,1622.953857421875,1511.1033935546875,1574.623779296875,22906118718
63,2021-03-05 00:00:00+00:00,1533.2750244140625,1533.2750244140625,1547.878173828125,1450.891357421875,1541.541748046875,21067146937
64,2021-03-06 00:00:00+00:00,1654.7415771484375,1654.7415771484375,1669.1065673828125,1519.14111328125,1532.372802734375,22746262366
65,2021-03-07 00:00:00+00:00,1723.15380859375,1723.15380859375,1730.9241943359375,1636.564453125,1655.3924560546875,23809935410
66,2021-03-08 00:00:00+00:00,1834.7279052734375,1834.7279052734375,1835.192138671875,1670.9420166015625,1724.229248046875,27630991158
67,2021-03-09 00:00:00+00:00,1868.048828125,1868.048828125,1868.048828125,1804.266357421875,1835.1480712890625,23461244507
68,2021-03-10 00:00:00+00:00,1799.166259765625,1799.166259765625,1873.80322265625,1766.490478515625,1868.489013671875,25154173185
69,2021-03-11 00:00:00+00:00,1826.1949462890625,1826.1949462890625,1843.81884765625,1734.6170654296875,1798.033935546875,24013132909
70,2021-03-12 00:00:00+00:00,1772.1024169921875,1772.1024169921875,1839.497314453125,1728.98095703125,1826.5467529296875,22435821312
71,2021-03-13 00:00:00+00:00,1924.6854248046875,1924.6854248046875,1937.6455078125,1733.639892578125,1772.1663818359375,25014689475
72,2021-03-14 00:00:00+00:00,1854.5643310546875,1854.5643310546875,1930.77978515625,1845.1199951171875,1923.86376953125,19344589211
73,2021-03-15 00:00:00+00:00,1791.7022705078125,1791.7022705078125,1889.1966552734375,1749.6063232421875,1854.086669921875,26244738810
74,2021-03-16 00:00:00+00:00,1806.9718017578125,1806.9718017578125,1817.0601806640625,1720.05322265625,1792.413818359375,23828509590
75,2021-03-17 00:00:00+00:00,1823.4493408203125,1823.4493408203125,1839.8189697265625,1749.179931640625,1807.05615234375,24512917348
76,2021-03-18 00:00:00+00:00,1782.8551025390625,1782.8551025390625,1848.6461181640625,1705.716064453125,1823.158447265625,23263845504
77,2021-03-19 00:00:00+00:00,1817.6241455078125,1817.6241455078125,1841.196044921875,1746.473388671875,1782.5687255859375,21249297710
78,2021-03-20 00:00:00+00:00,1812.6346435546875,1812.6346435546875,1874.708984375,1811.7286376953125,1817.522705078125,22677674970
79,2021-03-21 00:00:00+00:00,1788.217041015625,1788.217041015625,1823.35302734375,1764.1392822265625,1812.6065673828125,22977404620
80,2021-03-22 00:00:00+00:00,1691.333984375,1691.333984375,1811.96826171875,1674.2998046875,1788.3621826171875,23599296129
81,2021-03-23 00:00:00+00:00,1678.650146484375,1678.650146484375,1725.1087646484375,1662.5399169921875,1690.871826171875,21998237965
82,2021-03-24 00:00:00+00:00,1593.4134521484375,1593.4134521484375,1740.42822265625,1570.7879638671875,1678.0025634765625,31228051473
83,2021-03-25 00:00:00+00:00,1595.3592529296875,1595.3592529296875,1625.9114990234375,1560.3704833984375,1593.123291015625,29650328701
84,2021-03-26 00:00:00+00:00,1702.842041015625,1702.842041015625,1702.9228515625,1594.7366943359375,1595.2100830078125,22548516548
85,2021-03-27 00:00:00+00:00,1716.49462890625,1716.49462890625,1732.8243408203125,1674.3193359375,1703.0361328125,18102277710
86,2021-03-28 00:00:00+00:00,1691.35595703125,1691.35595703125,1728.5841064453125,1672.660400390625,1716.4056396484375,16599472938
87,2021-03-29 00:00:00+00:00,1819.6849365234375,1819.6849365234375,1837.18798828125,1683.716552734375,1691.26318359375,22796570548
88,2021-03-30 00:00:00+00:00,1846.03369140625,1846.03369140625,1860.9747314453125,1793.92236328125,1819.46630859375,22512781703
89,2021-03-31 00:00:00+00:00,1918.362060546875,1918.362060546875,1947.8377685546875,1793.002197265625,1846.0982666015625,30226902621
90,2021-04-01 00:00:00+00:00,1977.27685546875,1977.27685546875,1989.0550537109375,1912.178466796875,1919.1572265625,30914259795
91,2021-04-02 00:00:00+00:00,2143.2255859375,2143.2255859375,2152.451904296875,1960.6787109375,1976.9327392578125,34862511022
92,2021-04-03 00:00:00+00:00,2028.4224853515625,2028.4224853515625,2144.96240234375,2028.4224853515625,2142.89599609375,32011518871
93,2021-04-04 00:00:00+00:00,2093.122802734375,2093.122802734375,2110.353515625,2007.11181640625,2027.6712646484375,26006501902
94,2021-04-05 00:00:00+00:00,2107.88720703125,2107.88720703125,2140.9853515625,2032.3876953125,2093.2607421875,28889391170
95,2021-04-06 00:00:00+00:00,2118.37890625,2118.37890625,2151.223388671875,2057.609130859375,2109.4931640625,29222865881
96,2021-04-07 00:00:00+00:00,1971.0772705078125,1971.0772705078125,2133.1875,1945.442138671875,2117.728515625,36116271935
97,2021-04-08 00:00:00+00:00,2088.57373046875,2088.57373046875,2091.516357421875,1959.0794677734375,1969.1331787109375,25312956529
98,2021-04-09 00:00:00+00:00,2072.10888671875,2072.10888671875,2102.873779296875,2055.163330078125,2088.772216796875,19812472092
99,2021-04-10 00:00:00+00:00,2135.942138671875,2135.942138671875,2196.996337890625,2062.78759765625,2071.111572265625,24986243611
100,2021-04-11 00:00:00+00:00,2157.656982421875,2157.656982421875,2165.19140625,2119.86572265625,2136.156982421875,19692836132
101,2021-04-12 00:00:00+00:00,2139.353271484375,2139.353271484375,2199.71875,2110.368896484375,2157.36181640625,21727936609
102,2021-04-13 00:00:00+00:00,2299.187744140625,2299.187744140625,2318.42333984375,2138.5595703125,2139.3642578125,29456642939
103,2021-04-14 00:00:00+00:00,2435.10498046875,2435.10498046875,2449.6875,2284.563720703125,2299.347900390625,35592822986
104,2021-04-15 00:00:00+00:00,2519.1162109375,2519.1162109375,2544.267333984375,2409.924072265625,2436.03466796875,32325606817
105,2021-04-16 00:00:00+00:00,2431.946533203125,2431.946533203125,2547.5556640625,2318.675048828125,2516.601806640625,36196928256
106,2021-04-17 00:00:00+00:00,2344.89501953125,2344.89501953125,2497.38525390625,2333.682861328125,2429.98095703125,32349808978
107,2021-04-18 00:00:00+00:00,2237.136962890625,2237.136962890625,2365.46044921875,2011.766845703125,2346.452392578125,50696368718
